symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2020-10-20,1555.93,1577.5,1525.67,1527.05,2242572,1555.93,1577.5,1525.67,1527.05,2242572,0.0,1.0
GOOG,2020-10-21,1593.31,1618.73,1571.6301,1573.33,2568345,1593.31,1618.73,1571.6301,1573.33,2568345,0.0,1.0
GOOG,2020-10-22,1615.33,1621.99,1585.0,1593.05,1434042,1615.33,1621.99,1585.0,1593.05,1434042,0.0,1.0
GOOG,2020-10-23,1641.0,1642.36,1620.51,1626.07,1375844,1641.0,1642.36,1620.51,1626.07,1375844,0.0,1.0
GOOG,2020-10-26,1590.45,1638.24,1576.5,1625.01,1853254,1590.45,1638.24,1576.5,1625.01,1853254,0.0,1.0
GOOG,2020-10-27,1604.26,1606.845,1582.78,1595.67,1229002,1604.26,1606.845,1582.78,1595.67,1229002,0.0,1.0
GOOG,2020-10-28,1516.62,1561.35,1514.62,1559.74,1833959,1516.62,1561.35,1514.62,1559.74,1833959,0.0,1.0
GOOG,2020-10-29,1567.24,1593.71,1522.24,1522.36,2003064,1567.24,1593.71,1522.24,1522.36,2003064,0.0,1.0
GOOG,2020-10-30,1621.01,1687.0,1604.46,1672.11,4330862,1621.01,1687.0,1604.46,1672.11,4330862,0.0,1.0
GOOG,2020-11-02,1626.03,1660.77,1616.03,1628.16,2535446,1626.03,1660.77,1616.03,1628.16,2535446,0.0,1.0
GOOG,2020-11-03,1650.21,1661.7,1616.6201,1631.78,1661653,1650.21,1661.7,1616.6201,1631.78,1661653,0.0,1.0
GOOG,2020-11-04,1749.13,1771.365,1706.0301,1710.28,3570927,1749.13,1771.365,1706.0301,1710.28,3570927,0.0,1.0
GOOG,2020-11-05,1763.37,1793.64,1750.51,1781.0,2065812,1763.37,1793.64,1750.51,1781.0,2065812,0.0,1.0
GOOG,2020-11-06,1761.75,1772.43,1740.35,1753.95,1661225,1761.75,1772.43,1740.35,1753.95,1661225,0.0,1.0
GOOG,2020-11-09,1763.0,1818.06,1760.02,1790.9,2268270,1763.0,1818.06,1760.02,1790.9,2268270,0.0,1.0
GOOG,2020-11-10,1740.39,1763.0,1717.3,1731.09,2636142,1740.39,1763.0,1717.3,1731.09,2636142,0.0,1.0
GOOG,2020-11-11,1752.71,1764.22,1747.365,1750.0,1263966,1752.71,1764.22,1747.365,1750.0,1263966,0.0,1.0
GOOG,2020-11-12,1749.84,1768.27,1745.6,1747.63,1248754,1749.84,1768.27,1745.6,1747.63,1248754,0.0,1.0
GOOG,2020-11-13,1777.02,1781.04,1744.55,1757.63,1500574,1777.02,1781.04,1744.55,1757.63,1500574,0.0,1.0
GOOG,2020-11-16,1781.38,1799.07,1767.69,1771.7,1246785,1781.38,1799.07,1767.69,1771.7,1246785,0.0,1.0
GOOG,2020-11-17,1770.15,1785.0,1767.0,1776.94,1147114,1770.15,1785.0,1767.0,1776.94,1147114,0.0,1.0
GOOG,2020-11-18,1746.78,1773.47,1746.14,1765.23,1173466,1746.78,1773.47,1746.14,1765.23,1173466,0.0,1.0
GOOG,2020-11-19,1763.92,1769.5897,1737.005,1738.38,1249910,1763.92,1769.5897,1737.005,1738.38,1249910,0.0,1.0
GOOG,2020-11-20,1742.19,1774.0,1741.86,1765.21,2313655,1742.19,1774.0,1741.86,1765.21,2313655,0.0,1.0
GOOG,2020-11-23,1734.86,1753.9,1717.72,1749.6,2161975,1734.86,1753.9,1717.72,1749.6,2161975,0.0,1.0
GOOG,2020-11-24,1768.88,1771.6,1727.69,1730.5,1491698,1768.88,1771.6,1727.69,1730.5,1491698,0.0,1.0
GOOG,2020-11-25,1771.43,1778.54,1756.54,1772.89,1046122,1771.43,1778.54,1756.54,1772.89,1046122,0.0,1.0
GOOG,2020-11-27,1793.19,1804.0,1772.44,1773.09,884916,1793.19,1804.0,1772.44,1773.09,884916,0.0,1.0
GOOG,2020-11-30,1760.74,1788.065,1755.0,1781.1844,1823836,1760.74,1788.065,1755.0,1781.1844,1823836,0.0,1.0
GOOG,2020-12-01,1798.1,1824.83,1769.37,1774.37,1693593,1798.1,1824.83,1769.37,1774.37,1693593,0.0,1.0
GOOG,2020-12-02,1827.95,1835.65,1789.4725,1798.1,1222032,1827.95,1835.65,1789.4725,1798.1,1222032,0.0,1.0
GOOG,2020-12-03,1826.77,1847.2,1822.65,1824.01,1227298,1826.77,1847.2,1822.65,1824.01,1227298,0.0,1.0
GOOG,2020-12-04,1827.99,1833.16,1816.99,1824.52,1378166,1827.99,1833.16,1816.99,1824.52,1378166,0.0,1.0
GOOG,2020-12-07,1819.48,1832.37,1805.78,1819.0,1320946,1819.48,1832.37,1805.78,1819.0,1320946,0.0,1.0
GOOG,2020-12-08,1818.55,1821.9,1796.2047,1810.1,1096319,1818.55,1821.9,1796.2047,1810.1,1096319,0.0,1.0
GOOG,2020-12-09,1784.13,1834.27,1767.81,1812.01,1507558,1784.13,1834.27,1767.81,1812.01,1507558,0.0,1.0
GOOG,2020-12-10,1775.33,1781.31,1740.32,1769.8,1362848,1775.33,1781.31,1740.32,1769.8,1362848,0.0,1.0
GOOG,2020-12-11,1781.77,1784.45,1760.0,1763.06,1220651,1781.77,1784.45,1760.0,1763.06,1220651,0.0,1.0
GOOG,2020-12-14,1760.06,1797.39,1757.215,1775.0,1600173,1760.06,1797.39,1757.215,1775.0,1600173,0.0,1.0
GOOG,2020-12-15,1767.77,1771.42,1749.95,1764.42,1482261,1767.77,1771.42,1749.95,1764.42,1482261,0.0,1.0
GOOG,2020-12-16,1763.0,1773.0,1756.08,1772.88,1513543,1763.0,1773.0,1756.08,1772.88,1513543,0.0,1.0
GOOG,2020-12-17,1747.9,1771.7836,1738.66,1768.51,1624744,1747.9,1771.7836,1738.66,1768.51,1624744,0.0,1.0
GOOG,2020-12-18,1731.01,1755.11,1720.22,1754.18,4016353,1731.01,1755.11,1720.22,1754.18,4016353,0.0,1.0
GOOG,2020-12-21,1739.37,1740.85,1699.0,1713.51,1828378,1739.37,1740.85,1699.0,1713.51,1828378,0.0,1.0
GOOG,2020-12-22,1723.5,1737.405,1712.575,1734.43,938346,1723.5,1737.405,1712.575,1734.43,938346,0.0,1.0
GOOG,2020-12-23,1732.38,1747.99,1725.04,1728.11,1033917,1732.38,1747.99,1725.04,1728.11,1033917,0.0,1.0
GOOG,2020-12-24,1738.85,1746.0,1729.11,1735.0,346753,1738.85,1746.0,1729.11,1735.0,346753,0.0,1.0
GOOG,2020-12-28,1776.09,1790.7276,1746.335,1751.635,1390962,1776.09,1790.7276,1746.335,1751.635,1390962,0.0,1.0
GOOG,2020-12-29,1758.72,1792.44,1756.09,1787.79,1299395,1758.72,1792.44,1756.09,1787.79,1299395,0.0,1.0
GOOG,2020-12-30,1739.52,1765.095,1725.6,1762.01,1306130,1739.52,1765.095,1725.6,1762.01,1306130,0.0,1.0
GOOG,2020-12-31,1751.88,1758.93,1735.42,1735.42,1012240,1751.88,1758.93,1735.42,1735.42,1012240,0.0,1.0
